股票代码,股票名称,东财行业,申万一级,申万二级,申万三级,概念标签,数据日期
300621,维业股份,装修装饰Ⅱ,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ,低空经济、光伏概念、创业板综、央国企改革、广东板块、建筑节能、建筑装饰、微盘股、深圳特区、粤港自贸、装修装饰Ⅱ、装修装饰Ⅲ、雄安新区,2026-09-18
300622,博士眼镜,专业连锁Ⅱ,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,AI眼镜、专业连锁Ⅱ、专业连锁Ⅲ、内贸流通、创业板综、华为概念、商贸零售、广东板块、智能穿戴、消费电子概念、深圳特区、深股通、虚拟现实、转债标的,2026-09-18
300623,捷捷微电,半导体,电子,半导体,分立器件,5G概念、IGBT概念、QFII重仓、专精特新、中芯概念、中证500、充电桩、分立器件、创业板综、半导体、半导体概念、国产芯片、富时罗素、小盘成长、小盘股、氮化镓、江苏板块、汽车芯片、深成500、深股通、电子、碳化硅、第三代半导体、蓝宝石、融资融券、通信技术,2026-09-18
300624,万兴科技,软件开发,计算机,软件开发,横向通用软件,AIGC概念、AI应用、AI智能体、ChatGPT概念、DeepSeek概念、Kimi概念、Web3.0、人工智能、信创、元宇宙概念、创业板综、创投、华为概念、国产软件、在线教育、多模态AI、富时罗素、小盘成长、小盘股、小红书概念、数字经济、数据安全、横向通用软件、深股通、电商概念、网红经济、虚拟数字人、虚拟现实、融资融券、西藏板块、西部大开发、计算机、软件开发、阿里概念、鸿蒙概念,2026-09-18
300625,三雄极光,照明设备Ⅱ,家用电器,照明设备Ⅱ,照明设备Ⅲ,创业板综、家用电器、广东板块、照明设备Ⅱ、照明设备Ⅲ、电商概念、破发股,2026-09-18
300626,华瑞股份,电机Ⅱ,电力设备,电机Ⅱ,电机Ⅲ,军工、创业板综、参股新三板、央国企改革、新能源车、机器人概念、浙江板块、特斯拉概念、电力设备、电机Ⅱ、电机Ⅲ,2026-09-18
300627,华测导航,通信设备,通信,通信设备,通信终端及配件,上海板块、中证500、人形机器人、军民融合、创业成份、创业板综、卫星导航、商业航天、国产芯片、小盘成长、小盘股、无人机、智能驾驶、深成500、深股通、融资融券、通信、通信终端及配件、通信设备、雅下水电概念,2026-09-18
300628,亿联网络,通信设备,通信,通信设备,通信终端及配件,HS300_、MSCI中国、中盘股、信创、创业成份、创业板综、富时罗素、无线耳机、机构重仓、深成500、深股通、社保重仓、福建板块、股权激励、融资融券、超清视频、通信、通信终端及配件、通信设备,2026-09-18
300629,新劲刚,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,低空经济、军工、军工电子Ⅱ、军工电子Ⅲ、军民融合、创业板综、卫星互联网、商业航天、国防军工、大飞机、广东板块、新材料、无人机、深股通、破增发价股、碳纤维、融资融券,2026-09-18
300630,普利退,,医药生物,化学制药,化学原料药,,2026-09-18
300631,久吾高科,环保设备Ⅱ,环保,环保设备Ⅱ,环保设备Ⅲ,专精特新、创业板综、新材料、江苏板块、环保、环保设备Ⅱ、环保设备Ⅲ、电池技术、稀土永磁、节能环保、转债标的、锂电池概念,2026-09-18
300632,光莆股份,光学光电子,电子,光学光电子,LED,5G概念、AI眼镜、CPO概念、LED、LED概念、MiniLED、OLED、PCB、人形机器人、传感器、光学光电子、养老概念、创业板综、医美概念、华为概念、固态电池、复合集流体、新消费、机器人概念、深股通、电子、电池技术、病毒防治、福建板块、第三代半导体、脑机接口、节能环保、通信技术,2026-09-18
300633,开立医疗,医疗器械,医药生物,医疗器械,医疗设备,人工智能、创业板综、医疗器械、医疗器械概念、医疗设备、医药生物、富时罗素、广东板块、深圳特区、深股通、破增发价股、融资融券,2026-09-18
300634,彩讯股份,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,AI制药（医疗）、AI应用、AI智能体、ChatGPT概念、DeepSeek概念、IT服务Ⅱ、IT服务Ⅲ、Kimi概念、云计算、互联网服务、人工智能、低空经济、信创、创业板综、创投、区块链、华为昇腾、华为概念、多模态AI、大数据、小盘成长、小盘股、广东板块、抖音概念(字节概念)、智慧城市、智慧政务、智谱AI概念、机器人概念、深圳特区、深股通、百度概念、算力概念、网络安全、虚拟数字人、虚拟现实、融资融券、计算机、量子科技,2026-09-18
300635,中达安,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,5G概念、AI智能体、QFII重仓、东数西算、乡村振兴、人工智能、低空经济、充电桩、创业板综、华为概念、土壤修复、央国企改革、工程咨询服务Ⅱ、工程咨询服务Ⅲ、广东板块、建筑装饰、微盘股、数字孪生、数据中心、数据要素、新型城镇化、新能源、水利建设、算力概念、粤港自贸、通信技术,2026-09-18
300636,同和药业,化学制药,医药生物,化学制药,原料药,创业板综、化学制药、医药生物、原料药、江西板块、破增发价股、节能环保、贬值受益,2026-09-18
300637,扬帆新材,化学制品,基础化工,化学制品,其他化学制品,其他化学制品、创业板综、化学制品、国产芯片、基础化工、微盘股、新材料、浙江板块、长江三角,2026-09-18
300638,广和通,通信设备,通信,通信设备,通信终端及配件,5G概念、AH股、AI智能体、DeepSeek概念、专精特新、低空经济、创业板综、区块链、富时罗素、小盘股、广东板块、智能电网、智能驾驶、机器人概念、深圳特区、深成500、深股通、物联网、电网概念、移动支付、融资融券、车联网(车路云)、边缘计算、通信、通信技术、通信终端及配件、通信设备,2026-09-18
300639,凯普生物,医疗器械,医药生物,医疗器械,体外诊断,AI制药（医疗）、AI智能体、人工智能、体外诊断、体外诊断概念、创业板综、创新药、医疗器械、医疗器械概念、医药生物、基因测序、富时罗素、广东板块、病原体防治、病毒防治、破净股、破增发价股、精准医疗、精准诊断、肝炎概念、融资融券、辅助生殖,2026-09-18
300640,德艺文创,家居用品,轻工制造,家居用品,其他家居用品,QFII重仓、一带一路、元宇宙概念、其他家居用品、创业板综、宠物经济、家居用品、微盘股、新消费、智能穿戴、消费电子概念、盲盒经济、福建板块、虚拟现实、谷子经济、贬值受益、跨境电商、轻工制造,2026-09-18
300641,正丹股份,化学制品,基础化工,化学制品,其他化学制品,其他化学制品、创业板综、化学制品、化工原料、基础化工、新材料、江苏板块、深股通、电池技术、融资融券、锂电池概念,2026-09-18
300642,透景生命,医疗器械,医药生物,医疗器械,体外诊断,上海板块、专精特新、体外诊断、体外诊断概念、创业板综、医疗器械、医疗器械概念、医药生物、基因测序、病原体防治、病毒防治、精准医疗,2026-09-18
300643,万通智控,汽车零部件,汽车,汽车零部件,其他汽车零部件,AI芯片、专精特新、传感器、其他汽车零部件、创业板综、新能源车、机器人概念、汽车、汽车零部件、浙江板块、深股通、物联网、特斯拉概念、胎压监测、贬值受益、车联网(车路云),2026-09-18
300644,南京聚隆,塑料,基础化工,塑料,改性塑料,5G概念、PEEK材料概念、专精特新、人形机器人、低空经济、充电桩、创业板综、基础化工、塑料、小米汽车、微盘股、改性塑料、新材料、新能源车、无人机、江苏板块、汽车热管理、特斯拉概念、碳纤维、股权激励、转债标的、通信技术、铁路基建,2026-09-18
300645,正元智慧,计算机设备,计算机,计算机设备,其他计算机设备,AI应用、QFII重仓、云计算、互联网服务、人工智能、元宇宙概念、其他计算机设备、养老概念、创业板综、区块链、华为概念、华为欧拉、国产软件、在线教育、大数据、微盘精选、微盘股、数字孪生、数字货币、机构重仓、浙江板块、物联网、电子身份证、百度概念、移动支付、计算机、计算机设备、转债标的、边缘计算、食品安全,2026-09-18
300647,超频三,消费电子,电子,消费电子,消费电子零部件及组装,5G概念、LED概念、创业板综、动力电池回收、广东板块、智慧城市、消费电子、消费电子零部件及组装、液冷服务器、深圳特区、电子、电池技术、股权激励、超导概念、通信技术、锂电池概念,2026-09-18
300648,星云股份,电池,电力设备,电池,锂电专用设备,专精特新、储能概念、充电桩、刀片电池、创业板综、华为概念、华为汽车、固态电池、新能源车、深股通、燃料电池概念、独角兽、电力设备、电池、电池技术、福建板块、融资融券、锂电专用设备、锂电池概念、高压快充,2026-09-18
300649,杭州园林,基础建设,建筑装饰,基础建设,园林工程,QFII重仓、创业板综、区块链、园林工程、基础建设、建筑装饰、新型城镇化、浙江板块、股权分散、雄安新区,2026-09-18
300650,太龙股份,其他电子Ⅱ,电子,其他电子Ⅱ,其他电子Ⅲ,LED概念、QFII重仓、传感器、元宇宙概念、其他电子Ⅱ、其他电子Ⅲ、内贸流通、创业板综、半导体概念、华为概念、存储芯片、小米概念、无线耳机、智慧城市、智慧灯杆、机构重仓、消费电子概念、物联网、电子、福建板块,2026-09-18
300651,金陵体育,文娱用品,轻工制造,文娱用品,娱乐用品,QFII重仓、体育产业、创业板综、娱乐用品、彩票概念、微盘股、文娱消费、文娱用品、机构重仓、江苏板块、轻工制造,2026-09-18
300652,雷迪克,汽车零部件,汽车,汽车零部件,轮胎轮毂,专精特新、人形机器人、创业板综、新能源车、汽车、汽车零部件、浙江板块、深股通、脑机接口、超跌股、轮胎轮毂,2026-09-18
300653,正海生物,医疗器械,医药生物,医疗器械,医疗耗材,专精特新、创业板综、医疗器械、医疗器械概念、医疗耗材、医药生物、合成生物、山东板块、融资融券、辅助生殖、重组蛋白,2026-09-18
300654,世纪天鸿,出版,传媒,出版,教育出版,AIGC概念、AI应用、AI智能体、AI语料、QFII重仓、人工智能、传媒、出版、创业板综、在线教育、小红书概念、山东板块、教育出版、机构重仓、网红经济,2026-09-18
300655,晶瑞电材,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,专精特新、中芯概念、光刻胶、创业板综、半导体概念、国产芯片、存储芯片、小盘股、新材料、智能驾驶、氟化工概念、江苏板块、深股通、独角兽、电子、电子化学品Ⅱ、电子化学品Ⅲ、电池技术、融资融券、转债标的、锂电池概念,2026-09-18
300656,民德电子,其他电子Ⅱ,电子,其他电子Ⅱ,其他电子Ⅲ,IGBT概念、储能概念、其他电子Ⅱ、其他电子Ⅲ、创业板综、半导体概念、国产芯片、广东板块、无人机、智能驾驶、最近多板、机器视觉、氮化镓、汽车芯片、深圳特区、电子、电子身份证、移动支付、第三代半导体,2026-09-18
300657,弘信电子,元件,电子,元件,印制电路板,AIPC、AI手机、AI眼镜、DeepSeek概念、OLED、PCB、元件、元宇宙概念、军工、创业板综、华为概念、印制电路板、小盘股、小米概念、无线耳机、机器人概念、柔性屏(折叠屏)、消费电子概念、液冷服务器、深股通、电子、电子烟、福建板块、算力概念、英伟达概念、荣耀概念、融资融券、阿里概念,2026-09-18
300658,延江股份,个护用品,美容护理,个护用品,生活用纸,QFII重仓、个护用品、创业板综、婴童概念、并购重组概念、机构重仓、深股通、生活用纸、福建板块、美容护理,2026-09-18
300659,中孚信息,计算机设备,计算机,计算机设备,其他计算机设备,QFII重仓、人工智能、信创、其他计算机设备、军工、创业板综、国产芯片、国产软件、富时罗素、山东板块、数据安全、数据确权、机构重仓、破增发价股、网络安全、股权激励、计算机、计算机设备,2026-09-18
300660,江苏雷利,电机Ⅱ,电力设备,电机Ⅱ,电机Ⅲ,人形机器人、创业板综、医疗器械概念、大数据、小盘股、新能源车、机器人执行器、机器人概念、江苏板块、汽车热管理、液冷服务器、深成500、深股通、物联网、电力设备、电机Ⅱ、电机Ⅲ、融资融券、边缘计算,2026-09-18
300661,圣邦股份,半导体,电子,半导体,模拟芯片设计,AH股、HS300_、LED概念、MSCI中国、专精特新、中盘成长、中盘股、人工智能、创业成份、创业板综、北京板块、半导体、半导体概念、国产芯片、基金重仓、存储芯片、富时罗素、无线耳机、模拟芯片设计、消费电子概念、深成500、深股通、电子、百元股、科技风格、融资融券、超清视频,2026-09-18
300662,科锐国际,专业服务,社会服务,专业服务,人力资源服务,专业服务、人力资源服务、人工智能、创业板综、北京板块、基金重仓、深股通、破增发价股、社会服务、雄安新区,2026-09-18
300663,科蓝软件,软件开发,计算机,软件开发,垂直应用软件,AI应用、ChatGPT概念、Web3.0、东数西算、乡村振兴、互联网金融、人工智能、信创、创业板综、创投、化债(AMC)概念、北京板块、区块链、华为昇腾、华为概念、国产软件、垂直应用软件、大数据、富时罗素、数字水印、数字经济、数字货币、数据中心、数据安全、数据确权、数据要素、智慧城市、机构重仓、深股通、电子身份证、百度概念、破增发价股、移动支付、网络安全、股权分散、虚拟数字人、虚拟机器人、蚂蚁金服概念、融资融券、计算机、财税数字化、超跌股、跨境支付、转债标的、软件开发、边缘计算、阿里概念、鸿蒙概念,2026-09-18
300664,鹏鹞环保,环境治理,环保,环境治理,水务及水治理,低市净率、光伏概念、创业板综、创投、垃圾分类、新能源、水务及水治理、江苏板块、环保、环境治理、生物疫苗、破净股、破发股、股权激励、节能环保,2026-09-18
300665,飞鹿股份,化学制品,基础化工,化学制品,涂料油墨,一带一路、专精特新、创业板综、化学制品、半导体概念、地下管网、基础化工、微盘股、新材料、新能源、有机硅概念、机构重仓、核能核电、水利建设、海洋经济、涂料油墨、湖南板块、铁路基建、风能,2026-09-18
300666,江丰电子,半导体,电子,半导体,半导体材料,2026中报预增、MSCI中国、OLED、中盘成长、中盘股、中芯概念、中证500、创业成份、创业板综、半导体、半导体材料、半导体概念、华为概念、国产芯片、基金重仓、存储芯片、富时罗素、机构重仓、浙江板块、深成500、深股通、电子、百元股、科技风格、第三代半导体、融资融券,2026-09-18
300667,必创科技,通用设备,机械设备,通用设备,仪器仪表,专精特新、仪器仪表、传感器、军工、军民融合、冷链物流、创业板综、北京板块、可控核聚变、商业航天、国产芯片、安防概念、智能电网、机器人概念、机械设备、水利建设、物联网、电网概念、破增发价股、虚拟现实、通用设备、量子科技,2026-09-18
300668,杰恩股份,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,ERP概念、创业板综、华为概念、工程咨询服务Ⅱ、工程咨询服务Ⅲ、广东板块、建筑装饰、微利股、深圳特区、股权转让、虚拟现实,2026-09-18
300669,沪宁股份,专用设备,机械设备,专用设备,楼宇设备,专用设备、专精特新、创业板综、机构重仓、机械设备、楼宇设备、浙江板块、深股通,2026-09-18
300670,大烨智能,电网设备,电力设备,电网设备,配电设备,2026中报扭亏、QFII重仓、储能概念、充电桩、光伏概念、创业板综、半导体概念、工业互联网、微盘股、新能源、智能电网、机构重仓、江苏板块、海工装备、电力设备、电网概念、电网设备、股权激励、配电设备,2026-09-18
300671,富满微,半导体,电子,半导体,模拟芯片设计,2026中报扭亏、5G概念、LED概念、MiniLED、QFII重仓、专精特新、创业板综、半导体、半导体概念、国产芯片、存储芯片、广东板块、无线耳机、模拟芯片设计、氮化镓、消费电子概念、深圳特区、深股通、电子、电子烟、破增发价股、第三代半导体、融资融券、通信技术,2026-09-18
300672,国科微,半导体,电子,半导体,数字芯片设计,AI芯片、专精特新、中盘股、人工智能、创业成份、创业板综、半导体、半导体概念、卫星导航、国产芯片、存储芯片、安防概念、并购重组概念、数字芯片设计、汽车芯片、深成500、深股通、湖南板块、物联网、电子、百元股、第三代半导体、虚拟现实、融资融券、超清视频、鸿蒙概念,2026-09-18
300673,佩蒂股份,饲料,农林牧渔,饲料,宠物食品,QFII重仓、一带一路、农林牧渔、创业板综、宠物经济、宠物食品、小红书概念、新消费、浙江板块、电商概念、转债标的、饲料,2026-09-18
300674,宇信科技,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,AI应用、AI智能体、ChatGPT概念、DeepSeek概念、IT服务Ⅱ、IT服务Ⅲ、MLOps概念、Web3.0、云计算、互联网服务、互联网金融、人工智能、信创、创业板综、创投、化债(AMC)概念、北京板块、区块链、华为概念、华为欧拉、国产软件、大数据、富时罗素、小盘股、数字货币、数据中心、数据要素、智谱AI概念、机器人概念、深成500、深股通、百度概念、破增发价股、股权激励、虚拟数字人、蚂蚁金服概念、融资融券、计算机、跨境支付、鸿蒙概念,2026-09-18
300675,建科院,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,创业板综、区块链、央国企改革、工程咨询服务Ⅱ、工程咨询服务Ⅲ、广东板块、建筑节能、建筑装饰、微盘股、房屋检测、数据中心、数据要素、新型城镇化、智慧城市、水利建设、深圳特区、电网概念、碳交易、虚拟电厂、装配建筑、雄安新区,2026-09-18
300676,华大基因,医疗服务,医药生物,医疗服务,诊断服务,一带一路、中证500、体外诊断概念、创业板综、创投、区块链、医疗器械概念、医疗服务、医药医疗风格、医药生物、合成生物、基因测序、婴童概念、富时罗素、小盘价值、小盘股、广东板块、深圳特区、深成500、深股通、病原体防治、病毒防治、破增发价股、精准医疗、精准诊断、肝炎概念、融资融券、诊断服务、辅助生殖,2026-09-18
300677,英科医疗,医疗器械,医药生物,医疗器械,医疗耗材,中盘股、中证500、养老概念、养老金、创业成份、创业板综、医疗器械、医疗器械概念、医疗耗材、医药医疗风格、医药生物、基金重仓、富时罗素、山东板块、深成500、深股通、股权激励、融资融券、贬值受益,2026-09-18
300678,中科信息,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,IT服务Ⅱ、IT服务Ⅲ、UWB概念、专精特新、互联网医疗、互联网服务、人工智能、信创、军工、创业板综、区块链、医疗器械概念、华为概念、四川板块、大数据、央国企改革、成渝特区、数字经济、智慧政务、机器人概念、机器视觉、油气设服、油气资源、深股通、物联网、脑机接口、融资融券、西部大开发、计算机、边缘计算,2026-09-18
300679,电连技术,消费电子,电子,消费电子,消费电子零部件及组装,5G概念、CPO概念、PCB、中证500、人形机器人、创业板综、华为概念、富时罗素、小盘股、小米概念、广东板块、数据中心、新能源车、无人机、智能驾驶、机器人概念、柔性屏(折叠屏)、消费电子、消费电子零部件及组装、深圳特区、深成500、深股通、电子、电子烟、荣耀概念、融资融券、通信技术,2026-09-18
300680,隆盛科技,汽车零部件,汽车,汽车零部件,底盘与发动机系统,专精特新、人形机器人、军工、减速器、创业板综、华为汽车、卫星导航、商业航天、底盘与发动机系统、新能源车、无人机、机器视觉、江苏板块、汽车、汽车零部件、深股通、燃料电池概念、特斯拉概念、电池技术、空间站概念、节能环保、蚂蚁金服概念,2026-09-18
300681,英搏尔,汽车零部件,汽车,汽车零部件,汽车电子电气系统,低空经济、创业板综、广东板块、新能源车、汽车、汽车电子电气系统、汽车零部件、深股通、破增发价股、股权激励、融资融券、飞行汽车(eVTOL)、高成长股,2026-09-18
300682,朗新科技,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,IT服务Ⅱ、IT服务Ⅲ、人工智能、充电桩、光伏概念、创业板综、区块链、国产软件、富时罗素、小盘价值、小盘股、工业互联网、智能电网、江苏板块、深成500、深股通、物联网、独角兽、电网概念、破增发价股、股权激励、虚拟电厂、蚂蚁金服概念、融资融券、计算机、超清视频、超跌股、边缘计算、阿里概念,2026-09-18
300683,海特生物,医疗服务,医药生物,医疗服务,医疗研发外包,CAR-T细胞疗法、CRO、中药概念、创业板综、创新医疗服务、创新药、医疗服务、医疗研发外包、医药生物、湖北板块、破发股、破增发价股、重组蛋白,2026-09-18
300684,中石科技,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,2025三季报预增、5G概念、AI手机、CPO概念、QFII重仓、创业板综、北京板块、华为概念、小盘成长、小盘股、数据中心、新材料、柔性屏(折叠屏)、毫米波概念、汽车热管理、液冷服务器、深股通、电子、电子化学品Ⅱ、电子化学品Ⅲ、石墨烯、苹果概念、虚拟现实、融资融券、通信技术,2026-09-18
300685,艾德生物,医疗器械,医药生物,医疗器械,体外诊断,专精特新、体外诊断、创业板综、医疗器械、医疗器械概念、医药生物、基因测序、富时罗素、深股通、福建板块、精准医疗、精准诊断、融资融券,2026-09-18
300686,智动力,消费电子,电子,消费电子,消费电子零部件及组装,OLED、QFII重仓、创业板综、华为概念、固态电池、小米概念、广东板块、新能源车、无线充电、智能家居、智能穿戴、机构重仓、柔性屏(折叠屏)、消费电子、消费电子概念、消费电子零部件及组装、深圳特区、电子、电池技术、破增发价股、苹果概念、虚拟现实、通信技术,2026-09-18
300687,赛意信息,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,2026中报预增、AI应用、C2M概念、DeepSeek概念、ERP概念、IT服务Ⅱ、IT服务Ⅲ、互联网服务、人工智能、信创、创业板综、创投、华为概念、华为欧拉、国产软件、多模态AI、大数据、工业互联网、广东板块、新型工业化、机器人概念、深股通、算力概念、融资融券、计算机、边缘计算,2026-09-18
300688,创业黑马,教育,社会服务,教育,培训教育,AI应用、AI智能体、ChatGPT概念、DeepSeek概念、人工智能、元宇宙概念、创业板综、创投、北交所概念、北京板块、区块链、在线教育、培训教育、抖音概念(字节概念)、教育、智谱AI概念、深股通、百日新高、社会服务、算力概念、职业教育、近期新高、阿里概念、高市净率,2026-09-18
300689,澄天伟业,通信设备,通信,通信设备,通信终端及配件,专精特新、人工智能、创业板综、半导体概念、国产芯片、广东板块、液冷服务器、深圳特区、深股通、通信、通信终端及配件、通信设备,2026-09-18
300690,双一科技,风电设备,电力设备,风电设备,风电零部件,低空经济、创业板综、山东板块、新能源车、无人机、昨日高振幅、机器人概念、海洋经济、深股通、电力设备、碳纤维、融资融券、风电设备、风电零部件、风能、飞行汽车(eVTOL),2026-09-18
300691,联合光电,计算机设备,计算机,计算机设备,安防设备,AI眼镜、人工智能、元宇宙概念、创业板综、华为概念、安防概念、安防设备、屏下摄像、广东板块、无人机、智能家居、智能驾驶、机器人概念、机器视觉、毫米波概念、深股通、股权激励、虚拟现实、融资融券、计算机、计算机设备、超清视频,2026-09-18
300692,中赋科技,环境治理,环保,环境治理,水务及水治理,创业板综、垃圾分类、安徽板块、水务及水治理、环保、环境治理、绿色电力、股权分散、节能环保,2026-09-18
300693,盛弘股份,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,专精特新、储能概念、充电桩、其他电源设备Ⅱ、其他电源设备Ⅲ、创业板综、基金重仓、小盘成长、小盘股、广东板块、数据中心、深圳特区、深股通、电力设备、融资融券、高压快充,2026-09-18
300694,蠡湖股份,汽车零部件,汽车,汽车零部件,底盘与发动机系统,创业板综、央国企改革、底盘与发动机系统、微盘股、新能源车、机器人概念、江苏板块、汽车、汽车零部件、燃料电池概念、电池技术、船舶制造,2026-09-18
300695,兆丰股份,汽车零部件,汽车,汽车零部件,轮胎轮毂,专精特新、人形机器人、创业板综、创投、新能源车、机构重仓、汽车、汽车零部件、浙江板块、深股通、轮毂电机、轮胎轮毂,2026-09-18
300696,爱乐达,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,3D打印、低空经济、军工、军民融合、创业板综、创投、四川板块、国防军工、大飞机、成渝特区、无人机、深股通、破增发价股、航天航空、航空装备Ⅱ、航空装备Ⅲ、融资融券、西部大开发,2026-09-18
300697,电工合金,工业金属,有色金属,工业金属,铜,专精特新、创业板综、半导体概念、商业航天、国产芯片、央国企改革、小米概念、小米汽车、工业金属、数据中心、新能源车、有色金属、氢能源、江苏板块、液冷服务器、深股通、石墨烯、股权转让、转债标的、铁路基建、铜,2026-09-18
300698,万马科技,通信设备,通信,通信设备,通信网络设备及器件,5G概念、DeepSeek概念、专精特新、互联网医疗、创业板综、数据中心、智能驾驶、浙江板块、液冷服务器、深股通、物联网、算力概念、英伟达概念、车联网(车路云)、通信、通信技术、通信网络设备及器件、通信设备,2026-09-18
300699,光威复材,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,PEEK材料概念、中盘股、中证500、低空经济、军工、军民融合、创业成份、创业板综、商业航天、国防军工、大飞机、富时罗素、山东板块、新材料、无人机、深成500、深股通、碳纤维、航空装备Ⅱ、航空装备Ⅲ、融资融券,2026-09-18
300700,岱勒新材,通用设备,机械设备,通用设备,磨具磨料,2026中报扭亏、专精特新、光伏概念、光刻胶、创业板综、半导体概念、新材料、机器人概念、机械设备、柔性屏(折叠屏)、氢能源、深股通、湖南板块、燃料电池概念、电池技术、磨具磨料、第三代半导体、融资融券、通用设备,2026-09-18
300701,森霸传感,光学光电子,电子,光学光电子,光学元件,专精特新、传感器、光学元件、光学光电子、创业板综、安防概念、小米概念、智能家居、河南板块、物联网、电子,2026-09-18
300702,天宇股份,化学制药,医药生物,化学制药,原料药,创业板综、化学制药、医药生物、原料药、富时罗素、浙江板块、深股通、破增发价股,2026-09-18
300703,创源股份,文娱用品,轻工制造,文娱用品,文化用品,AIGC概念、一带一路、体育产业、创业板综、央国企改革、婴童概念、宠物经济、并购重组概念、微盘股、文化用品、文娱消费、文娱用品、新消费、浙江板块、深股通、电商概念、谷子经济、贬值受益、超跌股、跨境电商、轻工制造,2026-09-18
300705,九典制药,化学制药,医药生物,化学制药,化学制剂,CRO、创业板综、创新药、化学制剂、化学制药、医药生物、深股通、湖南板块、维生素、转债标的,2026-09-18
300706,阿石创,半导体,电子,半导体,半导体材料,HJT电池、OLED、专精特新、光伏概念、创业板综、半导体、半导体材料、半导体概念、复合集流体、存储芯片、新材料、柔性屏(折叠屏)、深股通、玻璃基板、电子、福建板块,2026-09-18
300707,威唐工业,汽车零部件,汽车,汽车零部件,其他汽车零部件,QFII重仓、储能概念、其他汽车零部件、创业板综、小米汽车、微盘股、新能源车、江苏板块、汽车、汽车热管理、汽车零部件、特斯拉概念、电池技术、破增发价股、股权激励、转债标的、锂电池概念,2026-09-18
300708,聚灿光电,光学光电子,电子,光学光电子,LED,AI眼镜、LED、LED概念、MicroLED、MiniLED、光学光电子、创业板综、半导体概念、国产芯片、植物照明、氮化镓、江苏板块、深股通、电子、第三代半导体,2026-09-18
300709,精研科技,消费电子,电子,消费电子,消费电子零部件及组装,CPO概念、光通信模块、减速器、创业板综、富时罗素、尾气治理、无线耳机、智能穿戴、机器人概念、柔性屏(折叠屏)、江苏板块、消费电子、消费电子概念、消费电子零部件及组装、液冷服务器、深股通、混合现实、特斯拉概念、电子、股权激励、融资融券,2026-09-18
300710,万隆光电,通信设备,通信,通信设备,通信网络设备及器件,5G概念、WiFi、光纤概念、创业板综、拼多多概念、新能源车、浙江板块、激光雷达、物联网、电子竞技、通信、通信技术、通信网络设备及器件、通信设备,2026-09-18
300711,广哈通信,通信设备,通信,通信设备,其他通信设备,5G概念、6G概念、AI应用、专精特新、人工智能、低空经济、其他通信设备、军工、军民融合、创业板综、华为昇腾、央国企改革、广东板块、深股通、破增发价股、通信、通信技术、通信设备,2026-09-18
300712,永福股份,专业工程,建筑装饰,专业工程,其他专业工程,一带一路、专业工程、储能概念、充电桩、光伏概念、其他专业工程、创业板综、创投、区块链、工业互联网、工程建设、建筑装饰、抽水蓄能、智能电网、核能核电、深股通、特高压、电网概念、福建板块、网络安全、融资融券、风能,2026-09-18
300713,英可瑞,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,QFII重仓、充电桩、其他电源设备Ⅱ、其他电源设备Ⅲ、创业板综、广东板块、微盘股、数据中心、新能源车、智能电网、深圳特区、燃料电池概念、电力设备、电池技术、电网概念、破发股,2026-09-18
300715,凯伦股份,装修建材,建筑材料,装修建材,防水材料,专精特新、创业板综、半导体概念、噪声防治、建筑材料、水利建设、江苏板块、深股通、破增发价股、装修建材、防水材料,2026-09-18
300716,*ST泉为,塑料,基础化工,塑料,改性塑料,HJT电池、ST股、储能概念、基础化工、塑料、广东板块、改性塑料、新材料、节能环保、钙钛矿电池、长期破净、降解塑料,2026-09-18
300717,华信新材,塑料,基础化工,塑料,其他塑料制品,ETC、QFII重仓、专精特新、其他塑料制品、创业板综、基础化工、塑料、微盘股、新材料、江苏板块、降解塑料,2026-09-18
300718,长盛轴承,通用设备,机械设备,通用设备,金属制品,专精特新、中证500、人形机器人、创业成份、创业板综、小盘成长、小盘股、工程机械概念、机器人概念、机械设备、浙江板块、深成500、深股通、特斯拉概念、融资融券、通用设备、金属制品,2026-09-18
